experimento,algoritmo,implementacion,familia,n,d,k,semilla,repeticion,ms,costo,nodos,poda_fact,poda_opt
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,8,0.362959,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,9,0.405334,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,10,0.403167,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,1,0.361583,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,2,0.376042,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,3,0.3585,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,4,0.38175,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,5,0.363875,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,6,0.383958,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,7,0.3885,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,8,0.406542,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,9,0.383042,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,2,10,0.361167,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,1,0.034167,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,2,0.03975,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,3,0.034042,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,4,0.03225,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,5,0.034417,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,6,0.032417,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,7,0.032958,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,8,0.036,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,9,0.031417,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,0,10,0.031708,1.20518297,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,1,0.015708,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,2,0.014625,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,3,0.018417,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,4,0.015583,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,5,0.0145,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,6,0.016541,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,7,0.014875,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,8,0.016209,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,9,0.017208,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,1,10,0.016125,1.015055516,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,1,0.025958,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,2,0.022167,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,3,0.022042,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,4,0.024584,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,5,0.021792,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,6,0.023875,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,7,0.0215,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,8,0.022458,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,9,0.02275,1.211750288,,,
e1_escalabilidad_n,bt,cpp,aleatoria,14,12,7,2,10,0.025209,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,1,0.003041,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,2,0.002916,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,3,0.00275,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,4,0.003,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,5,0.003208,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,6,0.003208,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,7,0.002875,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,8,0.002916,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,9,0.003,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,0,10,0.00275,1.20518297,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,1,0.002875,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,2,0.00375,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,3,0.003167,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,4,0.003042,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,5,0.00275,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,6,0.002667,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,7,0.002833,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,8,0.002792,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,9,0.002791,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,1,10,0.002667,1.015055516,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,1,0.003083,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,2,0.003083,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,3,0.00275,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,4,0.00275,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,5,0.002917,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,6,0.002916,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,7,0.002833,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,8,0.002625,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,9,0.002875,1.211750288,,,
e1_escalabilidad_n,pd,cpp,aleatoria,14,12,7,2,10,0.002916,1.211750288,,,
e1_escalabilidad_n,fb,cpp,aleatoria,16,12,8,0,1,1.782917,1.142814801,,,
e1_escalabilidad_n,fb,cpp,aleatoria,16,12,8,0,2,1.422333,1.142814801,,,
e1_escalabilidad_n,fb,cpp,aleatoria,16,12,8,0,3,1.620583,1.142814801,,,
e1_escalabilidad_n,fb,cpp,aleatoria,16,12,8,0,4,1.487708,1.142814801,,,
e1_escalabilidad_n,fb,cpp,aleatoria,16,12,8,0,5,1.42925,1.142814801,,,
e1_escalabilidad_n,fb,cpp,aleatoria,16,12,8,0,6,1.818583,1.142814801,,,
e1_escalabilidad_n,fb,cpp,aleatoria,16,12,8,0,7,1.461541,1.142814801,,,
