experimento,algoritmo,implementacion,familia,n,d,k,semilla,repeticion,ms,costo,nodos,poda_fact,poda_opt
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,1,7458.2965,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,2,8645.74975,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,3,7872.118708,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,4,7827.046833,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,5,7448.659458,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,6,8616.868792,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,7,8131.217792,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,8,7647.08275,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,9,8772.135458,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:nutcracker,212,12,159,0,10,7338.903667,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,1,1.011,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,2,1.01025,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,3,1.001209,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,4,1.016708,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,5,1.017625,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,6,1.028916,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,7,1.008458,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,8,1.012459,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,9,1.019958,0.2379688845,,,
e9_canciones_reales,pd,cpp,audio:nutcracker,212,12,159,0,10,1.011208,0.2379688845,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,1,862.765291,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,2,868.762125,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,3,862.686291,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,4,801.800583,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,5,797.826125,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,6,761.606958,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,7,746.96375,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,8,889.595333,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,9,734.406333,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:fishin,248,12,186,0,10,844.367583,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,1,1.587584,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,2,1.592125,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,3,1.5935,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,4,1.6155,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,5,1.581417,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,6,1.605208,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,7,1.585167,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,8,1.58225,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,9,1.582291,0.1711133835,,,
e9_canciones_reales,pd,cpp,audio:fishin,248,12,186,0,10,1.591709,0.1711133835,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,1,5282.7725,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,2,5171.187292,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,3,4383.633167,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,4,4966.353,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,5,4863.474791,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,6,4697.817625,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,7,5018.64925,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,8,4272.230292,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,9,4217.585375,0.1132882915,,,
e9_canciones_reales,bt,cpp,audio:cancion,283,12,212,0,10,4862.80325,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,1,2.355917,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,2,2.362541,0.1132882915,,,
e9_canciones_reales,pd,cpp,audio:cancion,283,12,212,0,3,2.376041,0.1132882915,,,
